Train Caffe Model Done,,,,
/home/ubuntu/Image_True_False/Level0/10257_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1000_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10534_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10587_left.png ,Level1 ,51.0200%,Level0 ,48.9800%
/home/ubuntu/Image_True_False/Level0/1029_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1869_right.png ,Level1 ,99.0900%,Level0 ,0.9100%
/home/ubuntu/Image_True_False/Level0/10194_right.png ,Level0 ,99.2500%,Level1 ,0.7500%
/home/ubuntu/Image_True_False/Level0/1041_right.png ,Level1 ,83.3400%,Level0 ,16.6600%
/home/ubuntu/Image_True_False/Level0/1012_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1507_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1425_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/169_left.png ,Level0 ,65.5200%,Level1 ,34.4800%
/home/ubuntu/Image_True_False/Level0/1116_right.png ,Level0 ,97.6100%,Level1 ,2.3900%
/home/ubuntu/Image_True_False/Level0/10130_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1299_left.png ,Level1 ,99.9500%,Level0 ,0.0500%
/home/ubuntu/Image_True_False/Level0/1823_left.png ,Level0 ,91.5600%,Level1 ,8.4400%
/home/ubuntu/Image_True_False/Level0/1093_left.png ,Level0 ,87.5100%,Level1 ,12.4900%
/home/ubuntu/Image_True_False/Level0/1424_left.png ,Level0 ,99.6200%,Level1 ,0.3800%
/home/ubuntu/Image_True_False/Level0/10427_right.png ,Level1 ,71.3500%,Level0 ,28.6500%
/home/ubuntu/Image_True_False/Level0/10401_left.png ,Level0 ,97.8700%,Level1 ,2.1300%
/home/ubuntu/Image_True_False/Level0/10353_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10144_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1689_left.png ,Level1 ,98.6900%,Level0 ,1.3100%
/home/ubuntu/Image_True_False/Level0/1395_right.png ,Level0 ,81.1900%,Level1 ,18.8100%
/home/ubuntu/Image_True_False/Level0/10310_right.png ,Level0 ,99.8200%,Level1 ,0.1800%
/home/ubuntu/Image_True_False/Level0/1504_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1092_left.png ,Level1 ,99.700%,Level0 ,0.300%
/home/ubuntu/Image_True_False/Level0/1439_left.png ,Level1 ,91.5900%,Level0 ,8.4100%
/home/ubuntu/Image_True_False/Level0/10116_right.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10608_right.png ,Level0 ,79.6600%,Level1 ,20.3400%
/home/ubuntu/Image_True_False/Level0/1135_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10223_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1608_right.png ,Level0 ,99.8600%,Level1 ,0.1400%
/home/ubuntu/Image_True_False/Level0/1346_right.png ,Level1 ,54.8300%,Level0 ,45.1700%
/home/ubuntu/Image_True_False/Level0/1047_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1680_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10660_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1000_left.png ,Level0 ,99.6800%,Level1 ,0.3200%
/home/ubuntu/Image_True_False/Level0/10458_right.png ,Level0 ,84.9400%,Level1 ,15.0600%
/home/ubuntu/Image_True_False/Level0/10243_right.png ,Level0 ,98.8600%,Level1 ,1.1400%
/home/ubuntu/Image_True_False/Level0/10723_left.png ,Level0 ,79.5600%,Level1 ,20.4400%
/home/ubuntu/Image_True_False/Level0/10154_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10619_right.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1188_left.png ,Level1 ,98.6600%,Level0 ,1.3400%
/home/ubuntu/Image_True_False/Level0/10413_right.png ,Level0 ,99.6700%,Level1 ,0.3300%
/home/ubuntu/Image_True_False/Level0/156_left.png ,Level1 ,99.7700%,Level0 ,0.2300%
/home/ubuntu/Image_True_False/Level0/10626_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1497_left.png ,Level1 ,84.8900%,Level0 ,15.1100%
/home/ubuntu/Image_True_False/Level0/125_left.png ,Level0 ,64.4900%,Level1 ,35.5100%
/home/ubuntu/Image_True_False/Level0/10078_left.png ,Level0 ,98.8900%,Level1 ,1.1100%
/home/ubuntu/Image_True_False/Level0/1764_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1192_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/179_left.png ,Level1 ,99.6900%,Level0 ,0.3100%
/home/ubuntu/Image_True_False/Level0/10294_right.png ,Level0 ,74.2700%,Level1 ,25.7300%
/home/ubuntu/Image_True_False/Level0/10163_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1672_right.png ,Level1 ,91.4800%,Level0 ,8.5200%
/home/ubuntu/Image_True_False/Level0/1916_left.png ,Level1 ,74.2300%,Level0 ,25.7700%
/home/ubuntu/Image_True_False/Level0/10162_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10095_right.png ,Level0 ,91.8800%,Level1 ,8.1200%
/home/ubuntu/Image_True_False/Level0/10099_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10116_left.png ,Level1 ,99.9800%,Level0 ,0.0200%
/home/ubuntu/Image_True_False/Level0/167_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1936_right.png ,Level0 ,88.6100%,Level1 ,11.3900%
/home/ubuntu/Image_True_False/Level0/10563_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10397_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10288_left.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10722_left.png ,Level1 ,66.5400%,Level0 ,33.4600%
/home/ubuntu/Image_True_False/Level0/1742_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10029_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10563_right.png ,Level0 ,99.9100%,Level1 ,0.0900%
/home/ubuntu/Image_True_False/Level0/1070_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1859_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1373_left.png ,Level0 ,99.4500%,Level1 ,0.5500%
/home/ubuntu/Image_True_False/Level0/1803_right.png ,Level0 ,80.9800%,Level1 ,19.0200%
/home/ubuntu/Image_True_False/Level0/174_right.png ,Level1 ,99.8100%,Level0 ,0.1900%
/home/ubuntu/Image_True_False/Level0/1588_right.png ,Level0 ,97.700%,Level1 ,2.300%
/home/ubuntu/Image_True_False/Level0/10675_left.png ,Level0 ,87.5800%,Level1 ,12.4200%
/home/ubuntu/Image_True_False/Level0/1506_right.png ,Level0 ,99.9100%,Level1 ,0.0900%
/home/ubuntu/Image_True_False/Level0/1418_right.png ,Level1 ,99.9500%,Level0 ,0.0500%
/home/ubuntu/Image_True_False/Level0/1492_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1042_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1765_right.png ,Level0 ,99.9500%,Level1 ,0.0500%
/home/ubuntu/Image_True_False/Level0/10610_right.png ,Level0 ,97.8200%,Level1 ,2.1800%
/home/ubuntu/Image_True_False/Level0/1052_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1907_left.png ,Level0 ,99.8700%,Level1 ,0.1300%
/home/ubuntu/Image_True_False/Level0/10409_left.png ,Level0 ,98.9700%,Level1 ,1.0300%
/home/ubuntu/Image_True_False/Level0/1024_left.png ,Level1 ,98.800%,Level0 ,1.200%
/home/ubuntu/Image_True_False/Level0/1832_right.png ,Level1 ,96.1900%,Level0 ,3.8100%
/home/ubuntu/Image_True_False/Level0/10010_right.png ,Level0 ,99.900%,Level1 ,0.100%
/home/ubuntu/Image_True_False/Level0/1817_left.png ,Level1 ,75.4800%,Level0 ,24.5200%
/home/ubuntu/Image_True_False/Level0/10100_left.png ,Level0 ,99.9500%,Level1 ,0.0500%
/home/ubuntu/Image_True_False/Level0/1698_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
